Charge Type,Charge Group,Charge Category ,Charge Code,Charge Name,Base Rate,QATARI,GCC,Resident,SHC-GCC,RHC-GCC,SHC,RHC,Visitor,Servant,Handicap,Baby
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003683,Magnesium Sulphate (1KG),132.549,0,0,26.51,13.255,13.255,13.255,13.255,178.941,26.51,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003684,Mometasone Furoate 0.1% (15g) CRM,2.043,0,0,2,0.204,0.204,0.204,0.204,2.758,0.409,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003687,Mometasone Furoate 0.05% (120 Doses) Nasal S,24.822,0,0,4.964,2.482,2.482,2.482,2.482,33.51,4.964,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Oncology Medcations,8900003690,Mesna 100 mg/mL (4 mL) AMP,9.85,0,0,0,0,0,0,0,13.298,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003691,Mometasone Furoate 0.1% (30g) OINT,3.439,0,0,2,0.344,0.344,0.344,0.344,4.643,0.688,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003692,Mesalazine 500mg SUPP,4,0,0,2,0.4,0.4,0.4,0.4,5.4,0.8,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003693,Mesalazine (enteric coated) 400mg TAB,0.807,0,0,2,0.081,0.081,0.081,0.081,1.089,0.161,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003694,Mesalazine 1g (100 mL) Enema,12.058,0,0,2.412,1.206,1.206,1.206,1.206,16.278,2.412,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003695,MethylPREDNISolone Sod. Succ. 500 mg INJ,38.312,0,0,7.663,3.831,3.831,3.831,3.831,51.722,7.663,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Vaccination,8900003696,"Vaccine, Meningococcal Polysacch.(10 dose)INJ",26.401,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003697,Miconazole 2% (40 gm) Oral Gel,3.45,0,0,2,0.345,0.345,0.345,0.345,4.657,0.69,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003698,Mesalazine (sustained release) 500mg TAB,1.387,0,0,2,0.139,0.139,0.139,0.139,1.872,0.277,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003699,Misoprostol 200mcg TAB,2.02,0,0,2,0.202,0.202,0.202,0.202,2.727,0.404,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003700,Magnesium Hydroxide 75 mg/mL (15 mL) SUSP,19.096,0,0,3.819,1.91,1.91,1.91,1.91,25.78,3.819,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003701,Tigecycline 50 mg vial,173.05,0,0,34.61,17.305,17.305,17.305,17.305,233.618,34.61,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003702,Minocycline 100mg CAP,1.877,0,0,2,0.188,0.188,0.188,0.188,2.534,0.375,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003703,Montelukast 10mg TAB,3.039,0,0,2,0.304,0.304,0.304,0.304,4.102,0.608,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900003705,Filgrastim (GCSF) 300 mcg/0.5 mL PFS,83.426,0,0,8.343,8.343,8.343,8.343,8.343,112.626,8.343,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003706,Montelukast (chewable) 5mg TAB,3.039,0,0,2,0.304,0.304,0.304,0.304,4.102,0.608,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003708,Mineral Oil Enema  (480 mL),105.045,0,0,21.009,10.504,10.504,10.504,10.504,141.81,21.009,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003709,Montelukast (chewable) 4mg TAB,3.039,0,0,2,0.304,0.304,0.304,0.304,4.102,0.608,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003710,Multivitamin Syrup 120 mL SYRUP,2.997,0,0,2,0.3,0.3,0.3,0.3,4.046,0.599,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003711,Montelukast Sodium Pediatric 4mg Granules,3.054,0,0,2,0.305,0.305,0.305,0.305,4.122,0.611,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003712,Pegfilgrastim 6 mg (0.6 mL) PFS,927.465,0,0,185.493,92.747,92.747,92.747,92.747,1252.078,185.493,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003714,Magnesium Aspartate 5mmol Chew. TAB,0.158,0,0,2,0.016,0.016,0.016,0.016,0.213,0.032,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003715,"MINERAL OIL ENEMA, 480 ML",0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003716,Methotrexate 10mg TAB,0.929,0,0,2,0.093,0.093,0.093,0.093,1.254,0.186,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003717,Dexamethasone 0.05% (3.5g) Eye OINT,17.67,0,0,3.534,1.767,1.767,1.767,1.767,23.854,3.534,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003718,Dexamethasone 700mcg INJ,2883.5,0,0,576.7,288.35,288.35,288.35,288.35,3892.725,576.7,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003719,Mometasone 0.1 %/ Salicylic Acid 5% (30 gr) OINT,6.5,0,0,2,0.65,0.65,0.65,0.65,8.775,1.3,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Oncology Medcations,8900003720,Mitomycin 2 mg INJ,67.397,0,0,0,0,0,0,0,90.985,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Vaccination,8900003721,"Vaccine, Meningococcal A C Y and W-135 (Meno",73.677,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Oncology Medcations,8900003722,MitoXANtrone  20 mg INJ,643.056,0,0,0,0,0,0,0,868.125,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003724,Filgrastim (Neupogen) 300 mcg/0.5 mL PFS INJ,111.66,0,0,22.332,11.166,11.166,11.166,11.166,150.741,22.332,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003725,Magnesium Chloride Hexahydrate 1000 gm Powde,14.168,0,0,2.834,1.417,1.417,1.417,1.417,19.127,2.834,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003726,Multivitamin (AquaDEKS) Ped SOL,135.529,0,0,27.106,13.553,13.553,13.553,13.553,182.964,27.106,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003727,Multivitamin with Minerals (AQUADEKS) Chewable TAB,2.558,0,0,2,0.256,0.256,0.256,0.256,3.453,0.512,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003728,Artesunate 60 mg INJ,10.833,0,0,2.167,1.083,1.083,1.083,1.083,14.625,2.167,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003729,Plerixafor 20mg/mL (1.2 mL) INJ,26071.782,0,0,5214.356,2607.178,2607.178,2607.178,2607.178,35196.905,5214.356,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003731,Naproxen 500mg TAB,0.722,0,0,2,0.072,0.072,0.072,0.072,0.975,0.144,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003732,Neostigmine 2.5 mg/mL (1 mL) INJ,4.024,0,0,2,0.402,0.402,0.402,0.402,5.432,0.805,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003734,PACLitaxel (protein-bound) 100 mg INJ,1874.964,0,0,374.993,187.496,187.496,187.496,187.496,2531.201,374.993,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003735,Naproxen 250mg TAB,0.213,0,0,2,0.021,0.021,0.021,0.021,0.288,0.043,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003736,Naproxen 25mg/mL (500 mL) SUSP,321.727,0,0,64.345,32.173,32.173,32.173,32.173,434.331,64.345,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003737,"NEOSTIGMINE ME SULPH 0.25%,5ML SC/IM/I.V",12.63,0,0,2.526,1.263,1.263,1.263,1.263,17.051,2.526,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003738,Neostigmine 15mg TAB,4.229,0,0,2,0.423,0.423,0.423,0.423,5.708,0.846,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003739,Neostigmine 0.5 mg/mL (1 mL) INJ,2.301,0,0,2,0.23,0.23,0.23,0.23,3.106,0.46,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003740,Norethisterone 5mg TAB,0.52,0,0,2,0.052,0.052,0.052,0.052,0.702,0.104,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003741,Norfloxacin 400mg TAB,0.753,0,0,2,0.075,0.075,0.075,0.075,1.017,0.151,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003742,MEBEVERINE HYDROCHLORIDE RETARD 200MG TAB,0.474,0,0,2,0.047,0.047,0.047,0.047,0.639,0.095,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003746,Neomycin 500mg TAB,5.959,0,0,2,0.596,0.596,0.596,0.596,8.045,1.192,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003747,Norethisterone 10mg TAB,1.616,0,0,2,0.162,0.162,0.162,0.162,2.181,0.323,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Vaccination,8900003749,"Vaccine, MeningococcaL A, C, W-135 and Y Conjugate (Nimenrix) INJ",70.266,0,0,0,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003753,"Nystatin 100,000 units/mL (30mL) SUSP",3.204,0,0,2,0.32,0.32,0.32,0.32,4.325,0.641,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003754,"Nystatin 100,000 units/gm (15 gm) CRM",3.939,0,0,2,0.394,0.394,0.394,0.394,5.318,0.788,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003761,Sitagliptin 50 mg + Metformin 500 mg (Janumet) TAB,2.836,0,0,2,0.284,0.284,0.284,0.284,3.828,0.567,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003762,Sitagliptin 50 mg + Metformin 1000 mg (Janumet) TAB,2.524,0,0,2,0.252,0.252,0.252,0.252,3.407,0.505,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003763,EPINEPHrine 1 mg/mL INJ,2.304,0,0,2,0.23,0.23,0.23,0.23,3.111,0.461,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003766,itaGLIPtin/metFORMIN 50mg/500mg (sustained r,2.62,0,0,2,0.262,0.262,0.262,0.262,3.537,0.524,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003767,sitaGLIPtin/metFORMIN 50mg/1000mg (sustained,2.621,0,0,2,0.262,0.262,0.262,0.262,3.539,0.524,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003768,Mesalazine 1000mg (sustained release) TAB,3.265,0,0,2,0.326,0.326,0.326,0.326,4.407,0.653,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003769,ZN-MESALAZINE GRANULES SR (2 GM PER SACHET),6.38,0,0,2,0.638,0.638,0.638,0.638,8.613,1.276,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003770,PEMEtrexed  25 mg/mL (20 mL) INJ,3746.731,0,0,749.346,374.673,374.673,374.673,374.673,5058.087,749.346,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003771,Metoprolol  1 mg/mL (5mL) INJ,3.106,0,0,2,0.311,0.311,0.311,0.311,4.193,0.621,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003772,NIFEdipine LA 30 mg TAB,0.727,0,0,2,0.073,0.073,0.073,0.073,0.981,0.145,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003773,NIFEdipine MR 20 mg TAB,0.367,0,0,2,0.037,0.037,0.037,0.037,0.495,0.073,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003774,Nitrofurantoin (sustained release) 100mg CAP,0.383,0,0,2,0.038,0.038,0.038,0.038,0.517,0.077,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003775,Nadolol 40mg TAB,1.853,0,0,2,0.185,0.185,0.185,0.185,2.502,0.371,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003776,Nitrofurantoin 100mg CAP,0.362,0,0,2,0.036,0.036,0.036,0.036,0.488,0.072,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003781,Nimodipine 30mg CAP,1.722,0,0,2,0.172,0.172,0.172,0.172,2.325,0.344,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003782,NIFEdipine 5mg CAP,5.2,0,0,2,0.52,0.52,0.52,0.52,7.02,1.04,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003784,Naloxone 0.2 mg/mL (1mL) INJ,0,0,0,2,0,0,0,0,0,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003785,Naloxone 0.4 mg/mL (1 mL) INJ,4.831,0,0,2,0.483,0.483,0.483,0.483,6.522,0.966,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003788,Metoprolol Tartrate 25 mg TAB,0.113,0,0,2,0.011,0.011,0.011,0.011,0.153,0.023,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003792,MESALAZINE 1GM SUPP.,5.731,0,0,2,0.573,0.573,0.573,0.573,7.737,1.146,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003793,"MESALAZINE 1GM RECTAL FOAM ,WITH APPLICATORS",173.913,0,0,34.783,17.391,17.391,17.391,17.391,234.783,34.783,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003798,RIFAXIMINE 550 MG,20.002,0,0,4,2,2,2,2,27.003,4,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003800,Acetylcysteine 200 mg/mL (10mL) INJ,9.704,0,0,2,0.97,0.97,0.97,0.97,13.1,1.941,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003801,Tacrolimus monohydrate 0.1% (30 gm) OINT,107.484,0,0,21.497,10.748,10.748,10.748,10.748,145.104,21.497,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003802,Tacrolimus monohydrate 0.03% (30 gm) OINT,101.562,0,0,20.312,10.156,10.156,10.156,10.156,137.108,20.312,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003803,Imiquimod 5% (250 mg/Sachet) CRM,7.304,0,0,2,0.73,0.73,0.73,0.73,9.861,1.461,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,NO DISCOUNT MEDICATION(s),8900003804,Multivitamin (Bariatric Fusion) Chewable TAB,0.878,0,0.878,0.878,0.878,0.878,0.878,0.878,1.185,0.878,0.878,0.878
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003853,"Iron, Ferric Carboxymaltose (50mg Iron)/mL (10 mL) INJ",381.299,0,0,76.26,38.13,38.13,38.13,38.13,514.754,76.26,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003860,Orphenadrine 50mg TAB,0.21,0,0,2,0.021,0.021,0.021,0.021,0.283,0.042,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003877,Pantoprazole 40 mg TAB,2.08,0,0,2,0.208,0.208,0.208,0.208,2.808,0.416,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003878,Esomeprazole 10mg Sachet,2.346,0,0,2,0.235,0.235,0.235,0.235,3.168,0.469,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003887,Tolterodine (long acting) 4 mg CAP,2.477,0,0,2,0.248,0.248,0.248,0.248,3.344,0.495,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003888,Tolterodine tartrate 2 mg TAB,1.935,0,0,2,0.194,0.194,0.194,0.194,2.613,0.387,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003889,Tolterodine Tartrate 1 mg TAB,1.307,0,0,2,0.131,0.131,0.131,0.131,1.764,0.261,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003890,Oxybutynin HCl 5 mg TAB,0.207,0,0,2,0.021,0.021,0.021,0.021,0.28,0.041,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003891,Pilocarpine 5mg TAB,2.614,0,0,2,0.261,0.261,0.261,0.261,3.53,0.523,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003892,Oxybutynin HCl (extended release) 5 mg TAB,4.224,0,0,2,0.422,0.422,0.422,0.422,5.703,0.845,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003893,Oxybutynin 1mg/mL (473 mL) SOL,226.889,0,0,45.378,22.689,22.689,22.689,22.689,306.301,45.378,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003894,Oxybuprocaine 0.4% Eye Drop Minims,2.159,0,0,2,0.216,0.216,0.216,0.216,2.915,0.432,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003895,Oxybuprocaine 0.4% (10mL) Eye Drops,9.4,0,0,2,0.94,0.94,0.94,0.94,12.69,1.88,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003896,Solifenacin Succinate 5 mg TAB,3.67,0,0,2,0.367,0.367,0.367,0.367,4.955,0.734,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003897,Paracetamol/Orphenadrine 450mg/35mg TAB,0.105,0,0,2,0.011,0.011,0.011,0.011,0.142,0.021,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003898,Solifenacin 10 mg TAB,4.3,0,0,2,0.43,0.43,0.43,0.43,5.805,0.86,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Oncology Medcations,8900003900,VinCRIStine  1 mg/mL (1 mL) INJ,16.993,0,0,0,0,0,0,0,22.941,0,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003901,Mycophenolate Mofetil 200mg/mL (175 mL) SUSP,837.635,0,0,167.527,83.763,83.763,83.763,83.763,1130.807,167.527,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Chronic,8900003903,Mycophenolate Mofetil 500mg TAB,1.953,0,0,0.195,0.195,0.195,0.195,0.195,2.637,0.195,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003904,Tacrolimus 1 mg CAP,6.849,0,0,2,0.685,0.685,0.685,0.685,9.247,1.37,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003905,Tacrolimus 5 mg CAP,33.1,0,0,6.62,3.31,3.31,3.31,3.31,44.684,6.62,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003906,Pimecrolimus 1% (15g) Cream,54.276,0,0,10.855,5.428,5.428,5.428,5.428,73.273,10.855,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003907,Tacrolimus 0.5 mg CAP,3.789,0,0,2,0.379,0.379,0.379,0.379,5.116,0.758,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003908,Mycophenolate Mofetil 250mg CAP,0.988,0,0,2,0.099,0.099,0.099,0.099,1.334,0.198,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003909,Mycophenolate Mofetil 500 mg INJ,78.479,0,0,15.696,7.848,7.848,7.848,7.848,105.947,15.696,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003934,Cloxacillin 50 mg/mL (10 mL) INJ,4.88,0,0,2,0.488,0.488,0.488,0.488,6.588,0.976,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003951,QUEtiapine  (extended release) 50 mg Tablet,1.208,0,0,2,0.121,0.121,0.121,0.121,1.631,0.242,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003952,QUEtiapine  (extended release) 200 mg Tablet,4.812,0,0,2,0.481,0.481,0.481,0.481,6.497,0.962,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003953,QUEtiapine  (extended release) 300 mg TAB,6.348,0,0,2,0.635,0.635,0.635,0.635,8.57,1.27,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003954,Pantoprazole 40 mg INJ,3.019,0,0,2,0.302,0.302,0.302,0.302,4.076,0.604,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003955,Fosaprepitant 150mg INJ,123.928,0,0,24.786,12.393,12.393,12.393,12.393,167.303,24.786,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003956,OLANZapine  5mg (dispersible) TAB,8.358,0,0,2,0.836,0.836,0.836,0.836,11.283,1.672,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003957,OLANZapine  10mg (dispersible) TAB,16.097,0,0,3.219,1.61,1.61,1.61,1.61,21.73,3.219,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003958,Aprepitant 80mg CAP,93.465,0,0,18.693,9.347,9.347,9.347,9.347,126.178,18.693,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003959,Aprepitant 125 mg CAP,93.465,0,0,18.693,9.347,9.347,9.347,9.347,126.178,18.693,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003961,Olanzapine 5mg TAB,5.223,0,0,2,0.522,0.522,0.522,0.522,7.051,1.045,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003962,Olanzapine 10mg TAB,9.358,0,0,2,0.936,0.936,0.936,0.936,12.634,1.872,0,0
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,PHARMACEUTICAL SUPPLIES,8900003963,Olanzapine 10 mg INJ,67.88,0,0,13.576,6.788,6.788,6.788,6.788,91.638,13.576,0,0
